Sales ID,Order ID,Order Date,Ship Date,Ship Mode,Sales,Quantity,Discount,Profit
121888-10003478-1,CA-2014-121888,16/09/2014,18/09/2014,Second Class,16.28,2,0,6.51
121888-10002545-7,CA-2014-121888,16/09/2014,18/09/2014,Second Class,782.94,3,0,203.56
121888-10001765-2,CA-2014-121888,16/09/2014,18/09/2014,Second Class,242.48,7,0,116.39
166884-10003981-8,CA-2011-166884,11/03/2011,16/03/2011,Second Class,8.32,5,0.2,2.29
166884-10001561-1,CA-2011-166884,11/03/2011,16/03/2011,Second Class,10.464,6,0.2,1.70
107181-10004230-8,CA-2011-107181,05/02/2011,09/02/2011,Standard Class,82.896,3,0.2,29.01
107181-10000350-3,CA-2011-107181,05/02/2011,09/02/2011,Standard Class,34.24,4,0,16.09
150245-10002613-1,CA-2011-150245,31/12/2011,04/01/2012,Second Class,1573.488,7,0.2,196.69
111395-10000994-3,CA-2012-111395,23/11/2012,27/11/2012,Standard Class,335.52,4,0.2,117.43
111395-10002867-2,CA-2012-111395,23/11/2012,27/11/2012,Standard Class,23.912,2,0.8,-40.65
111395-10001291-2,CA-2012-111395,23/11/2012,27/11/2012,Standard Class,27.056,2,0.2,2.37
134278-10001046-5,CA-2011-134278,06/07/2011,08/07/2011,First Class,559.992,1,0.2,175.00
124926-10004868-9,US-2014-124926,14/11/2014,19/11/2014,Second Class,9.324,6,0.8,-24.71
159345-10000806-1,CA-2013-159345,18/06/2013,23/06/2013,Standard Class,111.96,2,0,54.86
130274-10002195-2,CA-2011-130274,03/05/2011,05/05/2011,First Class,21.56,7,0,10.35
158386-10003719-1,CA-2014-158386,17/10/2014,22/10/2014,Standard Class,124.75,5,0,57.39
111507-10001315-5,CA-2012-111507,06/02/2012,13/02/2012,Standard Class,5.28,3,0,1.53
120761-10000171-9,CA-2014-120761,05/09/2014,09/09/2014,Standard Class,91.96,4,0,39.54
109176-10003134-9,CA-2013-109176,10/05/2013,16/05/2013,Standard Class,9.344,1,0.2,3.50
109176-10001955-7,CA-2013-109176,10/05/2013,16/05/2013,Standard Class,79.36,5,0.2,9.92
112116-10001039-1,CA-2012-112116,16/03/2012,18/03/2012,Second Class,171.96,2,0,44.71
126809-10003712-3,CA-2013-126809,10/04/2013,14/04/2013,Standard Class,35.352,9,0.2,12.82
105172-10001641-1,CA-2011-105172,04/04/2011,09/04/2011,Standard Class,18.9,6,0,9.07
107293-10003732-2,CA-2014-107293,06/09/2014,07/09/2014,First Class,2.78,1,0,0.72
102890-10000577-1,US-2014-102890,01/07/2014,01/07/2014,Same Day,1044.63,5,0.4,-295.98
158554-10004000-1,CA-2012-158554,09/11/2012,09/11/2012,Same Day,11.352,3,0.2,4.12
116239-10001370-3,CA-2011-116239,04/03/2011,04/03/2011,Same Day,354.9,5,0,17.75
132101-10004539-4,CA-2012-132101,19/03/2012,25/03/2012,Standard Class,453.576,3,0.2,39.69
129112-10003038-2,CA-2012-129112,29/11/2012,30/11/2012,First Class,21.48,3,0.2,-0.27
129112-10000088-8,CA-2012-129112,29/11/2012,30/11/2012,First Class,8.784,4,0.8,-13.62
152002-10000357-1,US-2014-152002,12/06/2014,12/06/2014,Same Day,122.97,3,0,60.26
165029-10003504-1,CA-2014-165029,27/11/2014,01/12/2014,Standard Class,12.84,3,0,3.72
157385-10000863-6,US-2011-157385,23/11/2011,25/11/2011,First Class,603.92,5,0.2,-67.94
157385-10003160-2,US-2011-157385,23/11/2011,25/11/2011,First Class,21.84,3,0,10.48
157385-10003280-2,US-2011-157385,23/11/2011,25/11/2011,First Class,29.99,1,0,6.30
157385-10000595-3,US-2011-157385,23/11/2011,25/11/2011,First Class,381.44,2,0.2,23.84
101602-10000169-4,CA-2011-101602,15/12/2011,18/12/2011,First Class,40.68,3,0.2,-9.15
101602-10004675-7,CA-2011-101602,15/12/2011,18/12/2011,First Class,763.28,5,0.3,-21.81
109057-10002406-2,CA-2013-109057,23/04/2013,28/04/2013,Standard Class,23.952,2,0.2,2.40
154403-10001526-4,CA-2013-154403,24/05/2013,28/05/2013,Standard Class,4.98,1,0,2.44
102456-10004336-1,CA-2013-102456,27/02/2013,02/03/2013,First Class,170.88,3,0,49.56
131338-10003012-3,CA-2012-131338,09/08/2012,12/08/2012,First Class,307.98,2,0,89.31
131338-10002607-3,CA-2012-131338,09/08/2012,12/08/2012,First Class,382.806,9,0.4,-153.12
131338-10000642-4,CA-2012-131338,09/08/2012,12/08/2012,First Class,41.96,2,0,2.94
131338-10000545-1,CA-2012-131338,09/08/2012,12/08/2012,First Class,1217.568,2,0.2,456.59
131338-10002157-4,CA-2012-131338,09/08/2012,12/08/2012,First Class,47.04,3,0,18.35
131338-10001706-6,CA-2012-131338,09/08/2012,12/08/2012,First Class,6.16,2,0,2.96
131338-10000984-9,CA-2012-131338,09/08/2012,12/08/2012,First Class,979.95,5,0,274.39
131338-10001357-1,CA-2012-131338,09/08/2012,12/08/2012,First Class,143.7,3,0,68.98
131338-10000992-1,CA-2012-131338,09/08/2012,12/08/2012,First Class,10.65,3,0,5.01
131338-10002600-2,CA-2012-131338,09/08/2012,12/08/2012,First Class,247.8,4,0,34.69
109911-10001662-1,CA-2013-109911,13/05/2013,17/05/2013,Standard Class,10.96,4,0,2.96
132423-10001221-3,US-2013-132423,16/04/2013,20/04/2013,Standard Class,33.488,7,0.2,5.86
132423-10002988-8,US-2013-132423,16/04/2013,20/04/2013,Standard Class,8.04,5,0.2,2.91
122826-10004830-2,CA-2012-122826,23/06/2012,25/06/2012,Second Class,201.568,4,0.2,22.68
117317-10004519-1,CA-2011-117317,19/10/2011,19/10/2011,Same Day,13.44,3,0,6.59
118423-10000362-3,CA-2012-118423,24/03/2012,27/03/2012,First Class,359.058,3,0.3,-35.91
149181-10004540-4,CA-2014-149181,09/05/2014,13/05/2014,Standard Class,47.992,2,0.3,-2.06
132234-10001290-5,CA-2014-132234,17/10/2014,19/10/2014,First Class,547.3,13,0,175.14
158876-10000308-1,CA-2014-158876,20/11/2014,22/11/2014,Second Class,16.896,4,0.2,5.28
158876-10001165-6,CA-2014-158876,20/11/2014,22/11/2014,Second Class,6.672,1,0.2,0.50
158876-10003373-9,CA-2014-158876,20/11/2014,22/11/2014,Second Class,99.136,4,0.2,8.67
158876-10001967-1,CA-2014-158876,20/11/2014,22/11/2014,Second Class,15.992,2,0.6,-13.99
164672-10001488-2,CA-2013-164672,09/05/2013,14/05/2013,Second Class,211.96,2,0,42.39
132857-10003251-6,US-2013-132857,12/12/2013,18/12/2013,Standard Class,6.672,3,0.2,1.67
116645-10001044-1,CA-2014-116645,01/12/2014,05/12/2014,Standard Class,155.94,6,0,45.22
115819-10004700-3,US-2013-115819,20/04/2013,25/04/2013,Second Class,39.96,5,0.2,12.99
115819-10000823-5,US-2013-115819,20/04/2013,25/04/2013,Second Class,5.46,3,0,1.53
115819-10004456-7,US-2013-115819,20/04/2013,25/04/2013,Second Class,73.2,5,0,21.23
115819-10000050-5,US-2013-115819,20/04/2013,25/04/2013,Second Class,5.84,1,0.2,1.97
115819-10002377-2,US-2013-115819,20/04/2013,25/04/2013,Second Class,22.72,4,0,10.22
115819-10000591-9,US-2013-115819,20/04/2013,25/04/2013,Second Class,9.336,3,0.2,3.27
156349-10000362-2,CA-2011-156349,26/05/2011,30/05/2011,Standard Class,290.666,2,0.15,27.36
156349-10000441-2,CA-2011-156349,26/05/2011,30/05/2011,Standard Class,201.584,2,0.2,20.16
156349-10002726-8,CA-2011-156349,26/05/2011,30/05/2011,Standard Class,83.984,2,0.2,31.49
138380-10003306-1,CA-2014-138380,22/12/2014,26/12/2014,Standard Class,1000.02,7,0,290.01
113509-10004855-8,US-2013-113509,16/03/2013,20/03/2013,Standard Class,83.976,3,0.2,-13.65
130022-10002787-3,CA-2012-130022,10/08/2012,16/08/2012,Standard Class,3.75,1,0,1.80
130022-10002043-4,CA-2012-130022,10/08/2012,16/08/2012,Standard Class,41.4,4,0,19.87
130022-10001915-2,CA-2012-130022,10/08/2012,16/08/2012,Standard Class,29.79,3,0,12.51
118780-10000352-5,US-2013-118780,11/09/2013,15/09/2013,Second Class,59.48,2,0,8.92
118780-10000575-6,US-2013-118780,11/09/2013,15/09/2013,Second Class,6.69,1,0,3.08
108560-10002937-1,CA-2014-108560,09/07/2014,16/07/2014,Standard Class,198.46,2,0,99.23
108560-10003930-7,CA-2014-108560,09/07/2014,16/07/2014,Standard Class,786.48,8,0,385.38
108560-10001107-2,CA-2014-108560,09/07/2014,16/07/2014,Standard Class,23.168,2,0.2,7.82
108560-10003063-5,CA-2014-108560,09/07/2014,16/07/2014,Standard Class,50,2,0,10.50
157084-10002922-6,CA-2012-157084,19/12/2012,24/12/2012,Standard Class,675.96,5,0.2,84.50
157084-10002049-1,CA-2012-157084,19/12/2012,24/12/2012,Standard Class,1265.85,3,0,556.97
164539-10002457-5,CA-2012-164539,16/11/2012,22/11/2012,Standard Class,523.25,5,0,141.28
143119-10001270-5,CA-2012-143119,24/09/2012,30/09/2012,Standard Class,517.5,6,0,155.25
101049-10004415-1,CA-2014-101049,22/06/2014,26/06/2014,Second Class,17.92,5,0.2,2.46
101049-10001510-4,CA-2014-101049,22/06/2014,26/06/2014,Second Class,41.256,6,0.7,-34.38
106530-10002011-1,CA-2013-106530,09/05/2013,09/05/2013,Same Day,1006.056,3,0.2,88.03
106530-10002986-1,CA-2013-106530,09/05/2013,09/05/2013,Same Day,10.688,2,0.2,3.74
106530-10004451-1,CA-2013-106530,09/05/2013,09/05/2013,Same Day,10.368,2,0.2,3.63
106530-10000649-2,CA-2013-106530,09/05/2013,09/05/2013,Same Day,25.12,2,0.2,1.57
106530-10001465-5,CA-2013-106530,09/05/2013,09/05/2013,Same Day,58.112,2,0.2,7.26
168984-10001166-1,CA-2011-168984,26/11/2011,02/12/2011,Standard Class,15.552,3,0.2,5.44
168984-10001097-6,CA-2011-168984,26/11/2011,02/12/2011,Standard Class,669.08,5,0.2,-167.27
168984-10000038-4,CA-2011-168984,26/11/2011,02/12/2011,Standard Class,438.336,4,0.2,-87.67
157266-10002689-1,CA-2013-157266,27/05/2013,02/06/2013,Standard Class,19.44,3,0,9.33
157266-10004728-9,CA-2013-157266,27/05/2013,02/06/2013,Standard Class,9.64,2,0,4.43
157266-10004675-1,CA-2013-157266,27/05/2013,02/06/2013,Standard Class,12.7,2,0,5.84
157266-10000629-4,CA-2013-157266,27/05/2013,02/06/2013,Standard Class,41.37,3,0,17.38
134712-10003112-1,US-2011-134712,29/11/2011,04/12/2011,Standard Class,12.624,2,0.2,3.95
111829-10000142-1,CA-2012-111829,19/03/2012,20/03/2012,First Class,1247.64,3,0,349.34
111829-10001766-3,CA-2012-111829,19/03/2012,20/03/2012,First Class,3149.93,7,0,1480.47
111829-10004359-2,CA-2012-111829,19/03/2012,20/03/2012,First Class,209.7,2,0,100.66
105221-10002323-3,CA-2012-105221,01/11/2012,03/11/2012,First Class,35.36,2,0.2,-3.09
105221-10001135-3,CA-2012-105221,01/11/2012,03/11/2012,First Class,3.168,2,0.2,-0.71
120341-10004224-1,CA-2012-120341,26/09/2012,29/09/2012,Second Class,121.104,6,0.7,-100.92
120341-10003357-4,CA-2012-120341,26/09/2012,29/09/2012,Second Class,45.894,1,0.4,-9.18
135699-10004475-1,CA-2011-135699,29/08/2011,29/08/2011,Same Day,109.92,2,0,53.86
135699-10003001-1,CA-2011-135699,29/08/2011,29/08/2011,Same Day,13.36,2,0,6.41
132444-10003442-1,US-2014-132444,19/11/2014,22/11/2014,First Class,169.68,6,0,45.81
132444-10003832-1,US-2014-132444,19/11/2014,22/11/2014,First Class,132.52,4,0,54.33
132444-10000611-2,US-2014-132444,19/11/2014,22/11/2014,First Class,2.96,2,0,1.42
132444-10001116-8,US-2014-132444,19/11/2014,22/11/2014,First Class,8.448,2,0.2,2.96
132444-10000563-9,US-2014-132444,19/11/2014,22/11/2014,First Class,95.94,3,0,9.59
127159-10000010-3,CA-2011-127159,12/05/2011,15/05/2011,First Class,34.79,7,0,10.78
161809-10004922-1,CA-2014-161809,21/01/2014,27/01/2014,Standard Class,160.776,3,0.2,10.05
127285-10004330-8,CA-2014-127285,31/10/2014,07/11/2014,Standard Class,88.752,3,0.2,27.74
127285-10002072-1,CA-2014-127285,31/10/2014,07/11/2014,Standard Class,13.904,2,0.2,5.21
144526-10002549-6,CA-2014-144526,01/05/2014,07/05/2014,Standard Class,677.58,5,0.4,-158.10
144526-10002353-1,CA-2014-144526,01/05/2014,07/05/2014,Standard Class,13.896,3,0.7,-9.26
128531-10001325-4,CA-2013-128531,25/11/2013,27/11/2013,Second Class,41.92,5,0.2,3.67
128531-10002049-2,CA-2013-128531,25/11/2013,27/11/2013,Second Class,297.576,3,0.2,-7.44
128531-10002676-4,CA-2013-128531,25/11/2013,27/11/2013,Second Class,4.344,3,0.2,0.87
128531-10003023-9,CA-2013-128531,25/11/2013,27/11/2013,Second Class,94.992,2,0.2,-2.37
128531-10000167-7,CA-2013-128531,25/11/2013,27/11/2013,Second Class,74.352,3,0.2,23.24
128531-10003405-1,CA-2013-128531,25/11/2013,27/11/2013,Second Class,14.04,3,0.2,1.58
157154-10001889-1,US-2012-157154,10/01/2012,15/01/2012,Standard Class,1018.104,4,0.4,-373.30
159457-10002185-1,CA-2014-159457,20/10/2014,27/10/2014,Standard Class,16.68,3,0.2,5.21
107615-10001013-5,CA-2013-107615,23/03/2013,26/03/2013,First Class,58.58,2,0,19.33
111647-10002726-1,CA-2014-111647,04/07/2014,08/07/2014,Standard Class,167.968,4,0.2,62.99
150560-10003930-1,CA-2012-150560,11/12/2012,12/12/2012,First Class,196.62,2,0,96.34
143077-10003535-2,CA-2012-143077,17/09/2012,21/09/2012,Standard Class,21.936,2,0.6,-10.42
143077-10000088-6,CA-2012-143077,17/09/2012,21/09/2012,Standard Class,6.588,3,0.8,-10.21
122728-10000604-1,CA-2013-122728,19/05/2013,25/05/2013,Standard Class,104.28,3,0,26.07
122728-10004040-1,CA-2013-122728,19/05/2013,25/05/2013,Standard Class,17.94,3,0,8.79
122882-10002344-6,CA-2011-122882,07/09/2011,13/09/2011,Standard Class,64.784,1,0.2,-14.58
122882-10003589-3,CA-2011-122882,07/09/2011,13/09/2011,Standard Class,32.382,3,0.4,4.32
122882-10000758-4,CA-2011-122882,07/09/2011,13/09/2011,Standard Class,42.368,2,0.2,8.47
122882-10004679-3,CA-2011-122882,07/09/2011,13/09/2011,Standard Class,399.54,4,0.7,-559.36
101497-10000176-1,US-2013-101497,30/09/2013,02/10/2013,Second Class,18.97,1,0,9.11
147585-10002597-1,CA-2013-147585,08/11/2013,13/11/2013,Standard Class,14.82,3,0,6.22
149489-10002495-9,CA-2014-149489,25/04/2014,28/04/2014,First Class,99.28,2,0.2,12.41
149489-10002813-1,CA-2014-149489,25/04/2014,28/04/2014,First Class,1.188,2,0.7,-0.99
149489-10002414-7,CA-2014-149489,25/04/2014,28/04/2014,First Class,7.518,2,0.7,-5.76
143798-10000788-1,CA-2014-143798,11/12/2014,13/12/2014,First Class,10.368,2,0.2,3.63
143798-10004306-3,CA-2014-143798,11/12/2014,13/12/2014,First Class,310.88,2,0.2,23.32
142839-10001539-8,CA-2011-142839,16/08/2011,20/08/2011,Standard Class,853.092,6,0.4,-227.49
129833-10000575-3,CA-2014-129833,10/12/2014,16/12/2014,Standard Class,33.45,5,0,15.39
129833-10004182-1,CA-2014-129833,10/12/2014,16/12/2014,Standard Class,10.4,5,0,5.10
154361-10004020-2,US-2013-154361,15/03/2013,20/03/2013,Standard Class,21.88,5,0.2,6.29
158708-10003133-1,US-2013-158708,27/06/2013,30/06/2013,Second Class,13.616,2,0.2,3.57
156335-10002006-6,CA-2012-156335,25/09/2012,28/09/2012,Second Class,63.96,4,0,19.83
156335-10003314-1,CA-2012-156335,25/09/2012,28/09/2012,Second Class,14.46,3,0,7.09
156335-10002726-1,CA-2012-156335,25/09/2012,28/09/2012,Second Class,104.98,2,0,52.49
148376-10000240-1,CA-2012-148376,27/12/2012,31/12/2012,Standard Class,106.96,2,0,31.02
148376-10002381-2,CA-2012-148376,27/12/2012,31/12/2012,Standard Class,21.56,7,0,10.35
135657-10004086-5,CA-2011-135657,03/06/2011,07/06/2011,Second Class,515.88,6,0,113.49
114069-10000320-1,CA-2012-114069,13/07/2012,15/07/2012,Second Class,11.808,2,0.2,4.28
114069-10000595-1,CA-2012-114069,13/07/2012,15/07/2012,Second Class,1931.04,9,0.1,321.84
114069-10000349-9,CA-2012-114069,13/07/2012,15/07/2012,Second Class,9.96,2,0,4.68
139857-10001843-1,CA-2011-139857,03/02/2011,07/02/2011,Standard Class,12.35,5,0,5.80
106306-10003676-9,CA-2013-106306,09/03/2013,09/03/2013,Same Day,9.702,3,0.7,-7.11
100545-10003638-1,CA-2012-100545,22/11/2012,26/11/2012,Standard Class,11.61,2,0.7,-9.29
123491-10003077-4,CA-2014-123491,31/10/2014,06/11/2014,Standard Class,43.86,6,0,20.61
123491-10003505-1,CA-2014-123491,31/10/2014,06/11/2014,Standard Class,148.48,2,0.2,16.70
123491-10003424-7,CA-2014-123491,31/10/2014,06/11/2014,Standard Class,7.42,2,0,3.71
123491-10003061-7,CA-2014-123491,31/10/2014,06/11/2014,Standard Class,71.992,1,0.2,-0.90
123491-10003514-1,CA-2014-123491,31/10/2014,06/11/2014,Standard Class,19.9,5,0,6.57
123491-10002684-1,CA-2014-123491,31/10/2014,06/11/2014,Standard Class,1702.12,14,0,510.64
145401-10004405-1,CA-2012-145401,30/01/2012,04/02/2012,Standard Class,14.304,6,0.2,5.01
124968-10004289-7,US-2014-124968,09/09/2014,14/09/2014,Second Class,765.625,7,0.5,-566.56
104003-10003965-3,CA-2014-104003,08/10/2014,14/10/2014,Standard Class,307.666,2,0.15,-14.48
154788-10003314-7,CA-2013-154788,01/05/2013,05/05/2013,Standard Class,7.712,2,0.2,2.80
169943-10001563-2,CA-2013-169943,20/05/2013,25/05/2013,Standard Class,242.9,5,0,70.44
169943-10004123-4,CA-2013-169943,20/05/2013,25/05/2013,Standard Class,454.9,5,0,0.00
169943-10002088-3,CA-2013-169943,20/05/2013,25/05/2013,Standard Class,35.92,4,0,15.09
169943-10000010-3,CA-2013-169943,20/05/2013,25/05/2013,Standard Class,39.76,8,0,12.33
169943-10002824-4,CA-2013-169943,20/05/2013,25/05/2013,Standard Class,47.744,4,0.2,14.92
123218-10001061-1,US-2012-123218,20/12/2012,25/12/2012,Standard Class,159.984,2,0.2,12.00
123218-10000736-2,US-2012-123218,20/12/2012,25/12/2012,Standard Class,255.968,4,0.2,51.19
123218-10003966-3,US-2012-123218,20/12/2012,25/12/2012,Standard Class,359.058,3,0.3,-71.81
127453-10000828-4,CA-2012-127453,19/12/2012,20/12/2012,First Class,434.352,3,0.2,43.44
127453-10002906-3,CA-2012-127453,19/12/2012,20/12/2012,First Class,3.552,2,0.2,0.44
127453-10003860-8,CA-2012-127453,19/12/2012,20/12/2012,First Class,88.832,4,0.2,7.77
164056-10001307-1,US-2014-164056,30/04/2014,05/05/2014,Second Class,1048.35,5,0.4,-69.89
106894-10003063-1,CA-2013-106894,07/02/2013,07/02/2013,Same Day,100,4,0,21.00
106894-10001045-7,CA-2013-106894,07/02/2013,07/02/2013,Same Day,7.83,3,0,3.60
125136-10001457-9,CA-2011-125136,28/09/2011,03/10/2011,Standard Class,96.256,8,0.2,31.28
125136-10001804-1,CA-2011-125136,28/09/2011,03/10/2011,Standard Class,10.688,2,0.2,3.74
131149-10000689-3,US-2013-131149,11/07/2013,15/07/2013,Standard Class,338.04,3,0.2,-33.80
131149-10002135-1,US-2013-131149,11/07/2013,15/07/2013,Standard Class,154.24,4,0.2,17.35
101483-10002082-3,CA-2014-101483,30/07/2014,02/08/2014,Second Class,34.848,2,0.2,6.53
101483-10003442-2,CA-2014-101483,30/07/2014,02/08/2014,Second Class,22,5,0.2,1.38
101483-10002833-4,CA-2014-101483,30/07/2014,02/08/2014,Second Class,4.368,3,0.2,0.38
130204-10001325-3,CA-2012-130204,03/09/2012,09/09/2012,Standard Class,31.44,3,0,8.49
130204-10003038-1,CA-2012-130204,03/09/2012,09/09/2012,Standard Class,17.9,2,0,3.40
130204-10003590-1,CA-2012-130204,03/09/2012,09/09/2012,Standard Class,129.45,5,0,46.60
110527-10000262-2,CA-2011-110527,09/08/2011,16/08/2011,Standard Class,20.88,8,0,9.60
152807-10004355-2,CA-2014-152807,31/10/2014,04/11/2014,Standard Class,20.736,4,0.2,7.26
152807-10004415-7,CA-2014-152807,31/10/2014,04/11/2014,Standard Class,7.168,2,0.2,0.99
152807-10002486-1,CA-2014-152807,31/10/2014,04/11/2014,Standard Class,11.168,2,0.2,-2.51
152807-10001142-4,CA-2014-152807,31/10/2014,04/11/2014,Standard Class,442.4,7,0.2,-55.30
133270-10002656-1,CA-2011-133270,06/06/2011,09/06/2011,First Class,13.36,2,0,4.94
155670-10000138-1,CA-2013-155670,14/08/2013,18/08/2013,Second Class,11.232,8,0.7,-8.24
155670-10004947-1,CA-2013-155670,14/08/2013,18/08/2013,Second Class,10.272,3,0.2,3.21
157406-10003543-1,US-2011-157406,25/04/2011,29/04/2011,Standard Class,10.368,2,0.2,3.63
157406-10002221-6,US-2011-157406,25/04/2011,29/04/2011,Standard Class,6.24,3,0.2,0.55
139094-10004607-2,CA-2012-139094,22/11/2012,27/11/2012,Standard Class,206.962,2,0.3,-32.52
168837-10001918-9,CA-2014-168837,15/10/2014,18/10/2014,First Class,9.46,2,0,3.69
116715-10004340-5,CA-2014-116715,03/12/2014,06/12/2014,First Class,559.62,9,0,151.10
116715-10004475-1,CA-2014-116715,03/12/2014,06/12/2014,First Class,109.92,2,0,53.86
116715-10003893-8,CA-2014-116715,03/12/2014,06/12/2014,First Class,8.56,2,0,3.85
135622-10000100-3,CA-2012-135622,08/12/2012,11/12/2012,Second Class,360.712,11,0.2,130.76
135622-10001817-1,CA-2012-135622,08/12/2012,11/12/2012,Second Class,1718.4,6,0.2,150.36
107349-10001765-4,US-2012-107349,13/07/2012,15/07/2012,First Class,41.568,6,0.8,-66.51
139017-10001013-4,CA-2011-139017,11/05/2011,17/05/2011,Standard Class,46.864,2,0.2,7.62
141817-10003478-1,CA-2011-141817,06/01/2011,13/01/2011,Standard Class,19.536,3,0.2,4.88
130785-10000330-4,CA-2012-130785,05/09/2012,09/09/2012,Standard Class,411.332,4,0.15,-4.84
130785-10001900-2,CA-2012-130785,05/09/2012,09/09/2012,Standard Class,28.752,6,0.2,9.70
130785-10003159-2,CA-2012-130785,05/09/2012,09/09/2012,Standard Class,293.199,3,0.15,-20.70
110254-10002573-3,CA-2013-110254,05/08/2013,09/08/2013,Standard Class,35.06,2,0,10.52
110254-10004484-4,CA-2013-110254,05/08/2013,09/08/2013,Standard Class,4.13,1,0,1.90
110254-10001591-1,CA-2013-110254,05/08/2013,09/08/2013,Standard Class,109.8,9,0,46.12
110254-10002034-9,CA-2013-110254,05/08/2013,09/08/2013,Standard Class,9.82,2,0,4.81
158057-10004410-7,US-2011-158057,22/03/2011,26/03/2011,Standard Class,7.644,4,0.7,-5.86
158057-10002735-5,US-2011-158057,22/03/2011,26/03/2011,Standard Class,51.465,5,0.7,-39.46
146024-10001935-6,CA-2014-146024,03/03/2014,09/03/2014,Standard Class,6.976,4,0.2,-1.40
146024-10003291-1,CA-2014-146024,03/03/2014,09/03/2014,Standard Class,12.222,7,0.8,-20.17
129686-10004337-9,CA-2013-129686,28/11/2013,30/11/2013,Second Class,97.984,2,0.2,-24.50
129686-10001266-6,CA-2013-129686,28/11/2013,30/11/2013,Second Class,62.4,6,0.2,19.50
118976-10001628-2,CA-2011-118976,28/04/2011,03/05/2011,Standard Class,20.86,2,0,9.39
118976-10000877-4,CA-2011-118976,28/04/2011,03/05/2011,Standard Class,497.61,9,0,129.38
118976-10004752-5,CA-2011-118976,28/04/2011,03/05/2011,Standard Class,5.34,2,0,1.50
118976-10000452-3,CA-2011-118976,28/04/2011,03/05/2011,Standard Class,3.15,1,0,1.51
105347-10000675-3,CA-2012-105347,24/11/2012,28/11/2012,Standard Class,368.91,9,0,180.77
105347-10003045-1,CA-2012-105347,24/11/2012,28/11/2012,Standard Class,14.7,5,0,6.62
124667-10003447-5,CA-2013-124667,12/11/2013,17/11/2013,Standard Class,59.97,3,0,14.99
124667-10002276-8,CA-2013-124667,12/11/2013,17/11/2013,Standard Class,83.36,1,0,20.84
111094-10001609-6,CA-2012-111094,09/07/2012,13/07/2012,Standard Class,6.58,2,0,3.03
111094-10001597-1,CA-2012-111094,09/07/2012,13/07/2012,Standard Class,122.94,3,0,59.01
166317-10004475-2,CA-2014-166317,23/09/2014,27/09/2014,Standard Class,219.84,4,0,107.72
166317-10004510-9,CA-2014-166317,23/09/2014,27/09/2014,Standard Class,98.16,6,0,9.82
166317-10002976-3,CA-2014-166317,23/09/2014,27/09/2014,Standard Class,33.04,8,0,15.53
166317-10001615-8,CA-2014-166317,23/09/2014,27/09/2014,Standard Class,86.97,3,0,25.22
154326-10001819-1,CA-2012-154326,15/02/2012,19/02/2012,Standard Class,134.97,3,0,64.79
154326-10000560-6,CA-2012-154326,15/02/2012,19/02/2012,Standard Class,699.98,2,0,195.99
154326-10004568-1,CA-2012-154326,15/02/2012,19/02/2012,Standard Class,139.95,5,0,26.59
102008-10004092-4,CA-2011-102008,30/09/2011,04/10/2011,Standard Class,48.94,1,0,24.47
120474-10001854-2,CA-2011-120474,01/12/2011,03/12/2011,First Class,2807.84,8,0,673.88
120474-10000475-4,CA-2011-120474,01/12/2011,03/12/2011,First Class,46.64,4,0,12.59
104773-10000777-6,CA-2011-104773,08/12/2011,13/12/2011,Standard Class,60.416,2,0.2,6.04
140774-10004022-1,CA-2013-140774,06/09/2013,11/09/2013,Standard Class,107.94,3,0,26.99
139465-10002352-6,US-2014-139465,28/08/2014,31/08/2014,First Class,63.84,8,0,16.60
139465-10000455-3,US-2014-139465,28/08/2014,31/08/2014,First Class,347.97,3,0,100.91
139465-10003910-3,US-2014-139465,28/08/2014,31/08/2014,First Class,37.008,6,0.2,11.57
100965-10003039-2,CA-2013-100965,08/07/2013,12/07/2013,Standard Class,215.65,5,0,73.32
121034-10000585-1,CA-2013-121034,09/08/2013,11/08/2013,Second Class,11.168,4,0.2,3.63
121034-10001994-5,CA-2013-121034,09/08/2013,11/08/2013,Second Class,53.952,3,0.2,17.53
149461-10004270-4,CA-2013-149461,14/11/2013,20/11/2013,Standard Class,4.18,1,0,1.50
158379-10002498-5,CA-2014-158379,23/09/2014,27/09/2014,Second Class,5.607,1,0.7,-4.30
158379-10002881-4,CA-2014-158379,23/09/2014,27/09/2014,Second Class,4663.736,7,0.2,-1049.34
158379-10002926-7,CA-2014-158379,23/09/2014,27/09/2014,Second Class,79.984,2,0.2,23.00
116729-10002200-2,US-2013-116729,26/12/2013,29/12/2013,First Class,2575.944,7,0.2,257.59
116729-10002005-4,US-2013-116729,26/12/2013,29/12/2013,First Class,45.36,7,0,21.77
116729-10001465-2,US-2013-116729,26/12/2013,29/12/2013,First Class,254.24,7,0,76.27
164938-10004897-6,CA-2013-164938,11/02/2013,13/02/2013,First Class,69.93,7,0,0.70
165484-10001196-1,CA-2013-165484,24/10/2013,30/10/2013,Standard Class,16.156,7,0.6,-12.12
165484-10000595-5,CA-2013-165484,24/10/2013,30/10/2013,Standard Class,54.816,3,0.2,17.82
132612-10004534-1,CA-2011-132612,09/06/2011,11/06/2011,Second Class,1441.3,7,0,245.02
161193-10001861-7,US-2014-161193,21/11/2014,27/11/2014,Standard Class,77.6,5,0.2,28.13
161193-10000206-4,US-2014-161193,21/11/2014,27/11/2014,Standard Class,4.656,2,0.2,1.57
