Hecho ID,Customer ID,Product ID,Sales ID
2744,SC-20770,FUR-FU-10002253,140144-10002253-2
2745,SC-20770,TEC-PH-10002726,140144-10002726-1
2746,FM-14380,TEC-AC-10004571,163321-10004571-7
2747,KT-16480,FUR-TA-10002228,155887-10002228-7
2748,AP-10720,TEC-AC-10004127,165449-10004127-2
2749,RH-19555,OFF-BI-10001553,110247-10001553-8
2750,CS-11950,FUR-CH-10002758,141257-10002758-5
2751,TM-21010,OFF-ST-10000532,154669-10000532-4
2752,HF-14995,FUR-CH-10000988,158029-10000988-2
2753,GA-14515,OFF-AR-10003251,155306-10003251-5
2754,GA-14515,TEC-AC-10003174,155306-10003174-3
2755,GA-14515,TEC-PH-10002310,155306-10002310-7
2756,GA-14515,OFF-AP-10002651,155306-10002651-1
2757,GA-14515,OFF-PA-10001184,155306-10001184-1
2758,ES-14020,TEC-AC-10002402,127775-10002402-2
2759,JP-16135,FUR-FU-10004270,146171-10004270-7
2760,JP-16135,OFF-ST-10001526,146171-10001526-4
2761,Dp-13240,OFF-PA-10002893,129574-10002893-4
2762,NK-18490,TEC-AC-10003709,126536-10003709-0
2763,NK-18490,OFF-BI-10001191,126536-10001191-1
2764,PL-18925,OFF-BI-10003166,165757-10003166-1
2765,PL-18925,OFF-BI-10003982,165757-10003982-3
2766,PL-18925,OFF-ST-10004835,165757-10004835-8
2767,RW-19690,OFF-AP-10000159,167752-10000159-3
2768,RW-19690,OFF-AP-10002945,167752-10002945-1
2769,MO-17950,OFF-AP-10001242,122140-10001242-3
2770,MO-17950,TEC-AC-10003038,122140-10003038-5
2771,MO-17950,TEC-AC-10003289,122140-10003289-4
2772,JJ-15445,OFF-ST-10000918,163986-10000918-5
2773,BT-11680,FUR-FU-10001940,158967-10001940-1
2774,RD-19585,OFF-BI-10002852,131576-10002852-4
2775,ML-17755,OFF-PA-10004451,143455-10004451-1
2776,JE-15745,OFF-ST-10004804,144729-10004804-1
2777,ER-13855,OFF-AP-10003971,127019-10003971-6
2778,JM-15535,FUR-BO-10003159,138534-10003159-1
2779,SS-20140,FUR-FU-10001935,108322-10001935-2
2780,SS-20140,TEC-AC-10003433,108322-10003433-2
2781,TC-21295,OFF-LA-10004544,167668-10004544-5
2782,HG-15025,OFF-AR-10001026,146724-10001026-2
2783,LD-17005,TEC-PH-10001336,139878-10001336-2
2784,AS-10285,TEC-PH-10003187,106677-10003187-2
2785,MP-17965,TEC-PH-10004897,116974-10004897-2
2786,CD-12790,FUR-CH-10004997,149972-10004997-6
2787,CD-12790,OFF-FA-10002763,149972-10002763-7
2788,MD-17860,FUR-FU-10001588,117744-10001588-5
2789,MD-17860,OFF-AR-10000940,117744-10000940-1
2790,MD-17860,FUR-FU-10002759,117744-10002759-3
2791,BM-11650,OFF-AP-10000358,125514-10000358-2
2792,BM-11650,OFF-AP-10003281,125514-10003281-3
2793,BM-11650,OFF-PA-10000029,125514-10000029-6
2794,KN-16450,TEC-PH-10001557,154599-10001557-1
2795,KN-16450,TEC-PH-10000576,154599-10000576-4
2796,KN-16450,OFF-BI-10002764,154599-10002764-1
2797,KN-16450,FUR-BO-10001337,154599-10001337-3
2798,IG-15085,OFF-AR-10002257,158743-10002257-1
2799,IG-15085,OFF-PA-10001019,158743-10001019-3
2800,IG-15085,OFF-BI-10003364,158743-10003364-1
2801,JS-15595,TEC-PH-10000984,153318-10000984-7
2802,GA-14725,OFF-AR-10001683,110163-10001683-7
2803,DL-13330,FUR-FU-10000629,143329-10000629-4
2804,CS-12505,OFF-PA-10003893,159380-10003893-1
2805,CS-12505,OFF-PA-10004239,159380-10004239-2
2806,CC-12145,FUR-CH-10000553,122623-10000553-4
2807,MH-18025,OFF-FA-10004395,148635-10004395-9
2808,MH-18025,OFF-PA-10004782,148635-10004782-1
2809,MH-18025,FUR-BO-10002213,148635-10002213-7
2810,MH-18025,FUR-CH-10001854,148635-10001854-5
2811,MP-18175,OFF-PA-10000157,135685-10000157-1
2812,MP-18175,FUR-FU-10001185,135685-10001185-1
2813,MP-18175,FUR-TA-10001520,135685-10001520-2
2814,MP-18175,TEC-AC-10004145,135685-10004145-9
2815,MP-18175,FUR-TA-10000688,135685-10000688-6
2816,DR-12940,OFF-BI-10001510,104626-10001510-1
2817,DR-12940,FUR-CH-10003817,104626-10003817-6
2818,DR-12940,FUR-FU-10000308,104626-10000308-1
2819,DR-12940,OFF-ST-10003208,104626-10003208-1
2820,DM-13015,OFF-BI-10003784,160500-10003784-6
2821,DM-13015,FUR-TA-10003748,160500-10003748-2
2822,BD-11620,TEC-PH-10002563,100202-10002563-3
2823,DC-12850,OFF-AR-10000122,131016-10000122-8
2824,DC-12850,OFF-ST-10000352,131016-10000352-4
2825,MT-18070,OFF-PA-10003270,112914-10003270-3
2826,MT-18070,FUR-BO-10003272,112914-10003272-3
2827,MT-18070,OFF-BI-10002982,112914-10002982-2
2828,MT-18070,OFF-EN-10001509,112914-10001509-3
2829,MJ-17740,OFF-PA-10002421,124149-10002421-1
2830,MJ-17740,OFF-ST-10000760,124149-10000760-5
2831,MJ-17740,OFF-PA-10002923,124149-10002923-7
2832,ND-18370,OFF-ST-10001128,148915-10001128-4
2833,ND-18370,TEC-PH-10000673,148915-10000673-1
2834,CA-11965,OFF-AR-10001547,134649-10001547-1
2835,CA-11965,OFF-BI-10001890,134649-10001890-7
2836,GA-14725,OFF-AP-10003971,110842-10003971-1
2837,GA-14725,OFF-PA-10000520,110842-10000520-1
2838,GA-14725,OFF-BI-10000977,110842-10000977-1
2839,TC-21295,TEC-MA-10002178,147368-10002178-6
2840,JB-15400,OFF-ST-10001526,104185-10001526-1
2841,CK-12325,FUR-CH-10003379,125521-10003379-1
2842,RL-19615,OFF-PA-10000100,135062-10000100-2
2843,AC-10660,OFF-ST-10001809,135650-10001809-1
2844,BH-11710,TEC-AC-10000387,112865-10000387-3
2845,BG-11695,FUR-CH-10004853,162852-10004853-8
2846,XP-21865,OFF-AR-10001958,138163-10001958-5
2847,SN-20560,OFF-BI-10003527,152093-10003527-7
2848,DM-13345,FUR-FU-10003832,157854-10003832-5
2849,DM-13345,OFF-BI-10001359,157854-10001359-2
2850,AJ-10780,OFF-BI-10002976,123617-10002976-7
2851,KC-16255,OFF-ST-10000736,128293-10000736-6
2852,VF-21715,OFF-PA-10001745,107342-10001745-2
2853,SV-20935,FUR-FU-10000409,136371-10000409-1
2854,SV-20935,FUR-FU-10000221,136371-10000221-2
2855,EM-13810,OFF-ST-10000344,137344-10000344-4
2856,RB-19360,OFF-LA-10003663,169810-10003663-2
2857,DJ-13510,FUR-CH-10001215,128594-10001215-1
2858,CC-12370,FUR-CH-10000988,154690-10000988-2
2859,SC-20380,TEC-AC-10003441,138975-10003441-6
2860,SC-20380,TEC-PH-10004389,138975-10004389-3
2861,SC-20380,FUR-BO-10004695,138975-10004695-1
2862,SC-20380,OFF-PA-10000100,138975-10000100-2
2863,RH-19495,OFF-PA-10000223,106537-10000223-2
2864,JK-15370,OFF-ST-10001325,103828-10001325-3
2865,JK-15370,OFF-AP-10004249,103828-10004249-8
2866,JK-15370,OFF-AR-10000588,103828-10000588-5
2867,JK-15370,OFF-SU-10000946,103828-10000946-3
2868,AF-10885,OFF-SU-10001225,115588-10001225-1
2869,AF-10885,OFF-ST-10001558,115588-10001558-3
2870,LC-16885,FUR-FU-10001546,143861-10001546-1
2871,BF-11275,OFF-PA-10002581,148040-10002581-7
2872,BF-11275,FUR-CH-10001482,148040-10001482-3
2873,SC-20800,OFF-AR-10002399,135167-10002399-4
2874,SW-20275,OFF-ST-10001963,137022-10001963-8
2875,MC-17845,OFF-FA-10002988,102638-10002988-6
2876,TD-20995,FUR-CH-10004289,167339-10004289-1
2877,TD-20995,FUR-CH-10000785,167339-10000785-1
2878,Dp-13240,OFF-EN-10003040,152072-10003040-5
2879,Dp-13240,OFF-AR-10001573,152072-10001573-4
2880,Dp-13240,TEC-AC-10000844,152072-10000844-2
2881,SD-20485,OFF-BI-10000756,102932-10000756-2
2882,SD-20485,OFF-SU-10000381,102932-10000381-2
2883,TM-21010,OFF-BI-10004094,165540-10004094-8
2884,BK-11260,FUR-FU-10001852,130799-10001852-6
2885,JF-15490,OFF-BI-10000014,164483-10000014-1
2886,EP-13915,FUR-CH-10003396,159856-10003396-3
2887,EP-13915,OFF-AR-10003811,102099-10003811-6
2888,EP-13915,OFF-PA-10003172,102099-10003172-1
2889,EP-13915,OFF-PA-10000289,102099-10000289-3
2890,KH-16630,OFF-PA-10000791,164049-10000791-2
2891,HG-14845,FUR-CH-10002304,142727-10002304-5
2892,HG-14845,OFF-BI-10000136,142727-10000136-1
2893,JC-16105,OFF-PA-10003739,139913-10003739-1
2894,JC-16105,OFF-PA-10002479,139913-10002479-2
2895,JC-16105,FUR-FU-10000771,139913-10000771-6
2896,JC-16105,TEC-PH-10001552,139913-10001552-3
2897,KM-16720,OFF-AR-10001915,169033-10001915-4
2898,EB-13975,TEC-CO-10000971,164630-10000971-9
2899,PW-19240,FUR-CH-10004086,114839-10004086-4
2900,PG-18895,TEC-CO-10000971,166464-10000971-4
2901,PG-18895,OFF-LA-10001317,166464-10001317-1
2902,DB-12910,OFF-PA-10003656,124898-10003656-1
2903,CR-12730,OFF-PA-10002160,164035-10002160-2
2904,KH-16330,OFF-PA-10000575,153577-10000575-3
2905,KH-16330,FUR-CH-10003981,153577-10003981-5
2906,CS-12400,OFF-ST-10002615,127586-10002615-3
2907,DL-12925,OFF-PA-10000327,121615-10000327-8
2908,DL-12925,OFF-ST-10001325,121615-10001325-5
2909,DL-12925,OFF-LA-10001771,121615-10001771-1
2910,ME-17725,OFF-FA-10004968,166415-10004968-1
2911,VD-21670,OFF-AP-10000576,118444-10000576-3
2912,CK-12205,OFF-EN-10003286,113929-10003286-4
2913,CK-12205,OFF-AR-10003772,113929-10003772-3
2914,CK-12205,OFF-BI-10002852,113929-10002852-3
2915,DL-12925,TEC-PH-10002890,134747-10002890-1
2916,DL-12925,OFF-BI-10001308,134747-10001308-1
2917,DL-12925,TEC-PH-10001750,134747-10001750-2
2918,SE-20110,OFF-AR-10003338,155047-10003338-5
2919,LS-17200,OFF-FA-10002763,160129-10002763-1
2920,LS-17200,FUR-FU-10002088,160129-10002088-1
2921,LS-17200,FUR-FU-10003976,160129-10003976-7
2922,MM-17920,OFF-ST-10001511,164329-10001511-1
2923,DB-13270,OFF-BI-10000301,141453-10000301-3
2924,RW-19630,OFF-FA-10003495,156993-10003495-6
2925,JM-16195,OFF-AP-10001303,157721-10001303-1
2926,JM-16195,FUR-FU-10002116,157721-10002116-7
2927,BP-11155,FUR-FU-10000771,128629-10000771-1
2928,CT-11995,OFF-AR-10002255,158106-10002255-8
2929,TH-21550,OFF-BI-10004995,120390-10004995-1
2930,ME-17320,FUR-FU-10002597,143434-10002597-1
2931,TT-21220,OFF-BI-10004970,168564-10004970-6
2932,TT-21220,OFF-BI-10002557,168564-10002557-7
2933,TT-21220,FUR-CH-10000785,168564-10000785-1
2934,GT-14710,TEC-PH-10002310,169040-10002310-1
2935,GT-14710,TEC-PH-10002834,169040-10002834-4
2936,GT-14710,OFF-EN-10000927,169040-10000927-3
2937,GT-14710,OFF-BI-10001636,169040-10001636-4
2938,GT-14710,OFF-PA-10001736,169040-10001736-2
2939,GT-14710,OFF-PA-10000482,169040-10000482-1
2940,GT-14710,OFF-BI-10001658,169040-10001658-5
2941,JD-16150,FUR-CH-10000422,155880-10000422-9
2942,JD-16150,FUR-CH-10004675,155880-10004675-1
2943,JD-16150,FUR-CH-10002880,155880-10002880-3
2944,MC-18100,OFF-ST-10000675,126242-10000675-3
2945,MC-18100,FUR-FU-10002685,126242-10002685-1
2946,LH-17020,FUR-FU-10004020,166443-10004020-3
2947,MP-18175,FUR-FU-10004963,169859-10004963-2
2948,MP-18175,OFF-BI-10000174,169859-10000174-6
2949,MP-18175,OFF-EN-10000461,169859-10000461-4
2950,EM-14140,TEC-AC-10001266,134915-10001266-4
2951,EM-14140,OFF-PA-10002160,134915-10002160-2
2952,EM-14140,FUR-CH-10004875,134915-10004875-1
2953,EM-14140,FUR-FU-10000305,134915-10000305-1
2954,EM-14140,TEC-PH-10000347,134915-10000347-7
2955,EM-14140,TEC-PH-10001459,134915-10001459-6
2956,GG-14650,TEC-PH-10000439,153353-10000439-3
2957,MA-17995,FUR-CH-10002647,123638-10002647-1
2958,SH-20395,OFF-BI-10003910,168900-10003910-2
2959,KT-16465,OFF-BI-10001097,158456-10001097-1
2960,KT-16465,OFF-FA-10004854,158456-10004854-4
2961,PO-19180,OFF-PA-10003673,143665-10003673-2
2962,PO-19180,OFF-LA-10002034,143665-10002034-3
2963,AY-10555,FUR-CH-10002774,137428-10002774-8
2964,AY-10555,FUR-CH-10003817,137428-10003817-9
2965,AY-10555,OFF-BI-10002949,137428-10002949-2
2966,AY-10555,FUR-FU-10002445,137428-10002445-1
2967,Co-12640,FUR-FU-10001473,162866-10001473-3
2968,Co-12640,OFF-ST-10002562,162866-10002562-3
2969,JF-15565,OFF-AP-10002118,167941-10002118-4
2970,JF-15565,OFF-PA-10001800,167941-10001800-3
2971,JF-15565,OFF-BI-10002827,167941-10002827-1
2972,JF-15565,FUR-FU-10004671,167941-10004671-2
2973,JF-15565,OFF-ST-10000736,167941-10000736-2
2974,AR-10510,OFF-BI-10004656,111808-10004656-1
2975,AG-10675,FUR-TA-10001095,137512-10001095-2
2976,AG-10675,OFF-PA-10000213,137512-10000213-1
2977,DV-13045,FUR-CH-10001797,139773-10001797-1
2978,HL-15040,OFF-ST-10002214,134607-10002214-2
2979,ND-18370,FUR-CH-10000422,109232-10000422-5
2980,GB-14575,OFF-PA-10003848,139850-10003848-2
2981,GB-14575,FUR-FU-10003623,139850-10003623-4
2982,CL-12565,FUR-CH-10001797,131310-10001797-1
2983,CL-12565,OFF-BI-10003094,131310-10003094-1
2984,RC-19960,OFF-ST-10002205,112872-10002205-5
2985,RC-19960,FUR-TA-10003238,112872-10003238-2
2986,JB-16045,FUR-FU-10000755,139269-10000755-2
2987,JB-16045,OFF-PA-10002893,139269-10002893-1
2988,JB-16045,OFF-ST-10000689,139269-10000689-1
2989,MC-17635,TEC-AC-10004227,139010-10004227-1
2990,MC-17635,OFF-BI-10000174,139010-10000174-1
2991,MC-17635,OFF-ST-10001809,139010-10001809-4
2992,MC-17635,OFF-BI-10002309,139010-10002309-3
2993,TT-21265,OFF-AP-10004532,134376-10004532-6
2994,MJ-17740,OFF-BI-10003091,147291-10003091-8
2995,AT-10735,OFF-BI-10004654,112893-10004654-5
2996,PB-19150,OFF-ST-10000760,150532-10000760-5
2997,NW-18400,OFF-EN-10001539,138317-10001539-2
2998,NW-18400,FUR-FU-10000550,138317-10000550-3
2999,NW-18400,TEC-AC-10003628,138317-10003628-9
3000,NW-18400,TEC-MA-10004521,138317-10004521-2
3001,NW-18400,OFF-AP-10003860,138317-10003860-4
3002,NW-18400,OFF-BI-10000069,138317-10000069-9
3003,VP-21730,OFF-BI-10003655,130610-10003655-1
3004,RD-19810,OFF-BI-10001628,104381-10001628-3
3005,MG-17875,OFF-AP-10003779,131499-10003779-2
3006,PA-19060,OFF-BI-10000666,148761-10000666-9
3007,CR-12730,OFF-AP-10000828,116519-10000828-9
3008,AA-10375,OFF-BI-10002706,130729-10002706-3
3009,JG-15160,FUR-FU-10004748,124772-10004748-1
3010,RR-19525,OFF-AP-10000026,115525-10000026-2
3011,SR-20425,OFF-BI-10000773,134845-10000773-1
3012,SR-20425,TEC-MA-10000822,134845-10000822-2
3013,SR-20425,OFF-BI-10001543,134845-10001543-2
3014,SR-20425,OFF-BI-10003355,134845-10003355-8
3015,SR-20425,OFF-PA-10002005,134845-10002005-2
3016,LS-16975,FUR-TA-10004154,138919-10004154-3
3017,MH-18115,OFF-ST-10002743,160528-10002743-7
3018,MH-18115,FUR-FU-10004973,160528-10004973-2
3019,MH-18115,TEC-AC-10002842,160528-10002842-6
3020,SC-20095,OFF-FA-10002701,123568-10002701-5
3021,SC-20095,OFF-PA-10001125,123568-10001125-9
3022,SC-20095,FUR-FU-10004090,123568-10004090-6
3023,SC-20095,OFF-BI-10001510,123568-10001510-9
3024,JB-16000,FUR-BO-10002202,124674-10002202-3
3025,AC-10450,OFF-BI-10001922,164441-10001922-5
3026,AC-10450,OFF-PA-10001667,164441-10001667-1
3027,MO-17800,FUR-FU-10001488,169054-10001488-2
3028,RB-19645,OFF-BI-10002799,106719-10002799-8
3029,AI-10855,FUR-CH-10003846,116855-10003846-5
3030,DR-12880,TEC-PH-10003691,164189-10003691-4
3031,DM-12955,FUR-BO-10000468,168480-10000468-1
3032,DM-12955,OFF-AR-10001044,168480-10001044-2
3033,JH-16180,FUR-CH-10003833,114293-10003833-1
3034,AB-10060,OFF-PA-10004355,134173-10004355-2
3035,BD-11605,TEC-AC-10003038,123960-10003038-5
3036,BD-11605,OFF-BI-10002799,123960-10002799-3
3037,BD-11605,OFF-AR-10003582,123960-10003582-5
3038,BD-11605,OFF-PA-10004451,123960-10004451-3
3039,BD-11605,FUR-FU-10004666,123960-10004666-2
3040,AS-10045,FUR-TA-10001520,101749-10001520-1
3041,ZD-21925,FUR-FU-10004270,147991-10004270-1
3042,KF-16285,OFF-PA-10003172,149559-10003172-1
3043,KF-16285,OFF-EN-10002312,149559-10002312-2
3044,KF-16285,FUR-CH-10002320,149559-10002320-2
3045,BP-11230,TEC-PH-10001530,135174-10001530-1
3046,CC-12430,OFF-AR-10001216,125290-10001216-1
3047,CC-12430,OFF-PA-10003127,125290-10003127-2
3048,DB-13615,OFF-BI-10003910,137351-10003910-4
3049,TC-21475,FUR-TA-10004534,121419-10004534-4
3050,TC-21475,TEC-AC-10000892,121419-10000892-3
3051,NZ-18565,FUR-FU-10003247,148054-10003247-4
3052,NZ-18565,OFF-AP-10004336,148054-10004336-2
3053,NZ-18565,OFF-PA-10001295,148054-10001295-3
3054,SW-20350,TEC-PH-10002555,128517-10002555-5
3055,SW-20350,OFF-BI-10000831,128517-10000831-5
3056,TS-21370,TEC-CO-10001046,100377-10001046-2
3057,HH-15010,OFF-EN-10002973,131492-10002973-8
3058,HH-15010,OFF-LA-10001641,131492-10001641-3
3059,HH-15010,FUR-FU-10003878,131492-10003878-3
3060,HH-15010,FUR-TA-10003837,131492-10003837-2
3061,DM-13345,TEC-AC-10002800,144554-10002800-1
3062,RE-19450,OFF-PA-10001307,127621-10001307-2
3063,JD-16150,TEC-PH-10002350,145184-10002350-8
3064,JD-16150,TEC-AC-10000397,145184-10000397-1
3065,BF-11215,OFF-ST-10000615,106859-10000615-9
3066,BF-11215,TEC-PH-10004531,106859-10004531-1
3067,BF-11215,TEC-AC-10004001,106859-10004001-2
3068,BF-11215,OFF-PA-10001534,106859-10001534-4
3069,BF-11215,OFF-PA-10001815,106859-10001815-2
3070,ML-17755,OFF-AP-10003779,120089-10003779-6
3071,YC-21895,OFF-ST-10002011,119375-10002011-2
3072,YC-21895,FUR-FU-10002379,119375-10002379-1
3073,YC-21895,OFF-AR-10003752,119375-10003752-5
3074,LR-16915,OFF-ST-10003692,125206-10003692-1
3075,BS-11755,FUR-BO-10004409,126137-10004409-1
3076,KM-16375,OFF-ST-10003306,143903-10003306-3
3077,KM-16375,FUR-FU-10003724,143903-10003724-1
3078,KM-16375,FUR-CH-10002024,143903-10002024-9
3079,BT-11530,OFF-AR-10003514,104780-10003514-3
3080,KB-16405,OFF-PA-10001800,101182-10001800-1
3081,KB-16405,TEC-PH-10003589,101182-10003589-4
3082,DW-13480,OFF-BI-10003364,132297-10003364-5
3083,DW-13480,TEC-PH-10002834,132297-10002834-5
3084,JC-15340,OFF-BI-10000343,100328-10000343-3
3085,TP-21415,OFF-BI-10004584,118773-10004584-2
3086,TP-21415,TEC-AC-10002402,118773-10002402-1
3087,TP-21415,FUR-FU-10000550,118773-10000550-3
3088,TP-21415,OFF-AP-10000055,118773-10000055-1
3089,DB-12910,FUR-FU-10001591,159205-10001591-6
3090,DB-12910,TEC-PH-10000526,159205-10000526-6
3091,BH-11710,OFF-BI-10001071,112123-10001071-4
3092,BH-11710,TEC-PH-10001557,112123-10001557-4
3093,BH-11710,OFF-PA-10001977,112123-10001977-1
3094,TD-20995,OFF-SU-10004231,114468-10004231-3
3095,TD-20995,OFF-PA-10000809,114468-10000809-1
3096,TD-20995,OFF-FA-10003021,114468-10003021-1
3097,TD-20995,OFF-AP-10000696,114468-10000696-5
3098,CV-12805,OFF-LA-10001158,135692-10001158-3
3099,CV-12805,FUR-BO-10002268,135692-10002268-2
3100,CS-12355,OFF-BI-10000829,131233-10000829-1
3101,CS-12355,FUR-BO-10003441,131233-10003441-2
3102,JG-15310,OFF-SU-10003505,119578-10003505-6
3103,JG-15310,FUR-BO-10003660,119578-10003660-2
3104,JP-16135,OFF-BI-10001267,124562-10001267-1
3105,EC-14050,OFF-PA-10002741,140074-10002741-2
3106,KH-16630,OFF-LA-10004345,103037-10004345-1
3107,FG-14260,OFF-ST-10004340,127460-10004340-2
3108,AA-10480,OFF-PA-10001471,121671-10001471-2
3109,AA-10480,OFF-ST-10002344,121671-10002344-2
3110,AA-10480,OFF-PA-10001892,121671-10001892-7
3111,AA-10480,OFF-PA-10001934,121671-10001934-5
3112,AA-10480,OFF-ST-10000078,121671-10000078-2
3113,MS-17770,TEC-MA-10001972,150350-10001972-8
3114,MS-17770,OFF-EN-10002504,150350-10002504-1
3115,MS-17770,OFF-PA-10002160,150350-10002160-3
3116,MS-17770,FUR-CH-10001973,150350-10001973-5
3117,MS-17770,OFF-AP-10001492,150350-10001492-4
3118,MS-17770,OFF-SU-10002189,150350-10002189-1
3119,JE-15610,FUR-CH-10003312,121720-10003312-1
3120,JE-15610,TEC-PH-10002496,121720-10002496-2
3121,JE-15610,FUR-FU-10003464,121720-10003464-4
3122,JE-15610,OFF-AR-10000380,121720-10000380-6
3123,JE-15610,OFF-BI-10004593,121720-10004593-7
3124,JE-15610,OFF-BI-10001308,121720-10001308-3
3125,JE-15610,OFF-ST-10001780,121720-10001780-1
3126,JE-15610,OFF-ST-10003816,121720-10003816-5
3127,EB-14110,TEC-PH-10002200,149895-10002200-2
3128,BP-11155,OFF-PA-10004438,147564-10004438-4
3129,CC-12100,FUR-FU-10004090,136399-10004090-4
3130,CC-12100,FUR-CH-10002602,136399-10002602-2
3131,CC-12100,TEC-AC-10001142,136399-10001142-3
3132,CC-12100,TEC-PH-10004977,136399-10004977-6
3133,JP-15460,FUR-FU-10004586,107916-10004586-1
3134,JP-15460,OFF-BI-10001116,107916-10001116-1
3135,LS-16975,OFF-BI-10000666,164168-10000666-3
3136,LS-16975,OFF-ST-10002583,164168-10002583-7
3137,LS-16975,TEC-PH-10004908,164168-10004908-6
3138,LS-16975,OFF-EN-10001219,164168-10001219-1
3139,LS-16975,TEC-AC-10004568,164168-10004568-4
3140,LS-16975,FUR-FU-10001756,164168-10001756-2
3141,JL-15850,OFF-AP-10002311,112557-10002311-2
3142,CY-12745,OFF-BI-10003650,122959-10003650-2
3143,RB-19360,TEC-AC-10003628,162572-10003628-1
3144,RB-19360,OFF-AR-10001547,162572-10001547-1
3145,AR-10825,FUR-CH-10002647,148110-10002647-3
3146,CS-11845,FUR-CH-10004495,131828-10004495-9
3147,CS-11845,TEC-PH-10002923,131828-10002923-8
3148,AR-10825,OFF-AR-10001374,109218-10001374-3
3149,RD-19810,OFF-PA-10003441,120558-10003441-3
3150,KH-16510,OFF-LA-10002043,109036-10002043-3
3151,NF-18385,TEC-AC-10002049,147830-10002049-2
3152,NF-18385,TEC-MA-10000418,147830-10000418-1
3153,NF-18385,TEC-PH-10004908,147830-10004908-1
3154,NF-18385,FUR-FU-10004091,147830-10004091-2
3155,SM-20950,OFF-BI-10004600,150497-10004600-7
3156,GH-14410,OFF-PA-10001289,128986-10001289-9
3157,EM-13810,FUR-TA-10001539,139584-10001539-2
3158,EM-13810,TEC-AC-10001266,139584-10001266-2
3159,DB-13210,OFF-ST-10001291,162677-10001291-6
3160,DB-13210,TEC-AC-10001314,162677-10001314-1
3161,PT-19090,OFF-BI-10004040,150924-10004040-5
3162,HF-14995,OFF-EN-10001539,153969-10001539-1
3163,HF-14995,OFF-EN-10004483,153969-10004483-7
3164,HF-14995,OFF-AR-10001615,153969-10001615-5
3165,HF-14995,OFF-PA-10000327,153969-10000327-3
3166,HF-14995,TEC-PH-10001299,153969-10001299-2
3167,HF-14995,OFF-PA-10002246,153969-10002246-1
3168,KW-16435,FUR-FU-10002671,146682-10002671-6
3169,KC-16675,FUR-CH-10003833,138695-10003833-3
3170,KC-16675,OFF-PA-10001667,138695-10001667-6
3171,PK-19075,OFF-BI-10002003,107461-10002003-2
3172,KT-16465,OFF-BI-10004465,133879-10004465-3
3173,KT-16465,FUR-CH-10000665,133879-10000665-5
3174,KT-16465,OFF-AR-10004956,133879-10004956-1
3175,EP-13915,OFF-AR-10004260,157483-10004260-1
3176,AP-10915,FUR-BO-10001811,132059-10001811-1
3177,AP-10915,TEC-AC-10003280,132059-10003280-4
3178,SH-20395,OFF-PA-10004911,122280-10004911-1
3179,SM-20950,FUR-FU-10001487,105235-10001487-2
3180,SM-20950,FUR-FU-10000521,105235-10000521-5
3181,SM-20950,OFF-AP-10001271,105235-10001271-2
3182,BM-11650,OFF-BI-10004728,152912-10004728-9
3183,BM-11650,TEC-AC-10004666,152912-10004666-8
3184,BM-11650,OFF-ST-10003208,152912-10003208-1
3185,BM-11650,OFF-ST-10003208,152912-10003208-5
3186,TC-20980,OFF-BI-10000632,123498-10000632-2
3187,TC-20980,OFF-EN-10004773,123498-10004773-7
3188,KB-16585,TEC-PH-10004700,159352-10004700-6
3189,JE-16165,OFF-LA-10003714,146416-10003714-3
3190,JE-16165,OFF-BI-10001787,146416-10001787-2
3191,DR-12940,OFF-ST-10002957,163783-10002957-1
3192,RW-19630,TEC-PH-10002115,123981-10002115-6
3193,ML-18040,OFF-BI-10002557,158953-10002557-6
3194,JL-15130,OFF-BI-10002949,165428-10002949-3
3195,JL-15130,OFF-PA-10004100,165428-10004100-3
3196,CM-12655,OFF-FA-10001883,169026-10001883-2
3197,FH-14365,TEC-PH-10000702,109750-10000702-2
3198,EH-13945,OFF-BI-10003196,149384-10003196-3
3199,TB-21280,TEC-PH-10001644,131527-10001644-9
3200,AH-10030,OFF-AR-10003183,164000-10003183-1
3201,TT-21070,FUR-FU-10000308,164224-10000308-1
3202,TT-21070,OFF-PA-10001526,164224-10001526-1
3203,RD-19900,TEC-PH-10002103,158372-10002103-6
3204,RD-19900,TEC-AC-10004209,158372-10004209-1
3205,RD-19900,FUR-FU-10000397,158372-10000397-3
3206,RD-19900,OFF-PA-10002137,158372-10002137-6
3207,RD-19900,FUR-FU-10001867,158372-10001867-5
3208,RD-19900,OFF-LA-10000407,158372-10000407-3
3209,LA-16780,TEC-AC-10000420,108882-10000420-3
3210,LA-16780,TEC-PH-10002726,108882-10002726-3
3211,SH-19975,OFF-EN-10001415,108245-10001415-1
3212,SH-19975,OFF-BI-10000773,108245-10000773-1
3213,SF-20200,OFF-AP-10002350,142314-10002350-2
3214,TH-21235,OFF-AR-10001919,132409-10001919-1
3215,TH-21235,OFF-AP-10002082,132409-10002082-3
3216,VG-21790,OFF-LA-10002762,150189-10002762-7
3217,NP-18325,TEC-AC-10002800,114433-10002800-1
3218,FH-14275,OFF-BI-10003925,104640-10003925-9
3219,FH-14275,TEC-PH-10002200,104640-10002200-4
3220,JP-15460,OFF-PA-10001295,137008-10001295-9
3221,JP-15460,OFF-EN-10002500,137008-10002500-5
3222,JP-15460,TEC-AC-10000892,137008-10000892-9
3223,ES-14080,OFF-PA-10001838,108189-10001838-9
3224,ES-14080,OFF-FA-10000735,108189-10000735-4
